epoch,mAP,train_loss
0,13.028043746948242,8.891195503661505
1,15.12324333190918,4.425340084653157
2,16.861927032470703,4.030029214683334
3,19.142738342285156,3.89255516152633
4,19.328611373901367,3.861605579602093
5,20.91986846923828,3.828909279170788
6,21.798328399658203,3.7776692340248528
7,21.92506980895996,3.8403312739573
8,22.721548080444336,3.8674755312894535
9,25.107452392578125,3.5967861812365682
10,28.548067092895508,3.5301811136697463
11,28.270336151123047,3.52896238314478
12,25.376192092895508,3.7555366258872156
13,27.257410049438477,3.5522954600422
14,28.862815856933594,3.4606399045178775
15,32.569358825683594,3.386568048753237
16,25.871599197387695,3.674239559236327
17,29.5906925201416,3.469644697402655
18,34.804141998291016,3.333159616432693
19,35.98006820678711,3.255950467523777
20,27.735498428344727,3.6179825663566585
21,30.07962417602539,3.391077108445919
22,32.71725082397461,3.2288769747081565
23,39.2322998046875,3.1085327173534196
24,29.711347579956055,3.5593987800573026
25,34.884498596191406,3.294007031541123
26,36.40214157104492,3.1930700747590324
27,38.75530242919922,3.111902248859405
28,28.724401473999023,3.5460615920393086
29,33.54186248779297,3.279368950191296
30,34.551631927490234,3.157048649536938
31,38.059974670410156,3.0703941950672538
32,32.444664001464844,3.604383256247169
33,33.493282318115234,3.31688444018364
34,36.39216613769531,3.21286028121647
35,34.70267868041992,3.190304691854275
36,31.502687454223633,3.95849961324742
37,31.09160041809082,3.5437787034009642
38,33.69156265258789,3.503664824209718
39,32.79270935058594,3.491035808073848
