epoch,objective_loss,entropy_loss,overall_loss
0,8.954109900108362,nan,8.954109900108362
1,7.96211909241817,nan,7.96211909241817
2,7.501557255596051,nan,7.501557255596051
3,7.082901222293388,nan,7.082901222293388
4,6.555161582769727,nan,6.555161582769727
5,5.759397630450096,nan,5.759397630450096
6,5.496120775802224,nan,5.496120775802224
7,5.253333382465668,nan,5.253333382465668
8,6.32341640206832,nan,6.32341640206832
9,5.669439354023349,nan,5.669439354023349
10,5.31904058114386,nan,5.31904058114386
11,5.078762085628915,nan,5.078762085628915
12,6.194695801674561,nan,6.194695801674561
13,5.5807192556968745,nan,5.5807192556968745
14,5.366002426871771,nan,5.366002426871771
15,5.039683807248302,nan,5.039683807248302
16,6.1789379311010295,nan,6.1789379311010295
17,5.532307716361581,nan,5.532307716361581
18,5.316725474369675,nan,5.316725474369675
19,4.9841558540923705,nan,4.9841558540923705
