epoch,objective_loss,entropy_loss,overall_loss
0,15.289509518921331,nan,15.289509518921331
1,13.12602309288651,nan,13.12602309288651
2,12.366596968759193,nan,12.366596968759193
3,11.850540316336872,nan,11.850540316336872
4,11.285359086489485,nan,11.285359086489485
5,10.953985400817515,nan,10.953985400817515
6,10.67987080931441,nan,10.67987080931441
7,10.424396921037319,nan,10.424396921037319
8,9.946618726797773,nan,9.946618726797773
9,9.781113724250554,nan,9.781113724250554
10,9.555399911227536,nan,9.555399911227536
11,9.401261021587528,nan,9.401261021587528
12,8.998570740634488,nan,8.998570740634488
13,8.826968541527474,nan,8.826968541527474
14,8.626867385707822,nan,8.626867385707822
15,8.47943554919343,nan,8.47943554919343
16,8.139062508201716,nan,8.139062508201716
17,7.9881027179373945,nan,7.9881027179373945
18,7.818558307092144,nan,7.818558307092144
19,7.660727588844546,nan,7.660727588844546
20,7.306825838520031,nan,7.306825838520031
21,7.17546435431672,nan,7.17546435431672
22,7.009761175916747,nan,7.009761175916747
23,6.892165579838727,nan,6.892165579838727
24,6.509125129277044,nan,6.509125129277044
25,6.391197570100159,nan,6.391197570100159
26,6.230151496314678,nan,6.230151496314678
27,6.114409650861292,nan,6.114409650861292
28,5.77124981916108,nan,5.77124981916108
29,5.596829796890055,nan,5.596829796890055
30,5.530033655584705,nan,5.530033655584705
31,5.413563574126244,nan,5.413563574126244
32,5.095598177621488,nan,5.095598177621488
33,4.985683810364186,nan,4.985683810364186
34,4.866964418647619,nan,4.866964418647619
35,4.775516128634825,nan,4.775516128634825
36,4.4940075573748635,nan,4.4940075573748635
37,4.391471219152617,nan,4.391471219152617
