epoch,objective_loss,entropy_loss,overall_loss
0,7.221204146174074,nan,7.221204146174074
1,6.370505477635913,nan,6.370505477635913
2,6.032811028356773,nan,6.032811028356773
3,5.7265162768254765,nan,5.7265162768254765
4,5.359347920381387,nan,5.359347920381387
5,4.71489259213892,nan,4.71489259213892
6,4.466465471355061,nan,4.466465471355061
7,4.2427845319718775,nan,4.2427845319718775
8,5.163862029104739,nan,5.163862029104739
9,4.637548281946256,nan,4.637548281946256
10,4.351501585418031,nan,4.351501585418031
11,4.133381739827515,nan,4.133381739827515
12,5.157058564761209,nan,5.157058564761209
13,4.602545201323413,nan,4.602545201323413
14,4.389805571723532,nan,4.389805571723532
15,4.029398306635502,nan,4.029398306635502
16,5.157569560385842,nan,5.157569560385842
17,4.615317260491033,nan,4.615317260491033
18,4.255862740159945,nan,4.255862740159945
19,4.146957325571362,nan,4.146957325571362
20,5.128071600244249,nan,5.128071600244249
21,4.554294424202609,nan,4.554294424202609
22,4.322703545330134,nan,4.322703545330134
23,4.062096363715543,nan,4.062096363715543
24,5.235896207904089,nan,5.235896207904089
25,4.544126183477067,nan,4.544126183477067
26,4.366119116317224,nan,4.366119116317224
27,4.0511402792603,nan,4.0511402792603
28,5.316228356980188,nan,5.316228356980188
29,4.592529889281474,nan,4.592529889281474
30,4.3412426600929415,nan,4.3412426600929415
31,4.144620021335949,nan,4.144620021335949
32,5.359526796195347,nan,5.359526796195347
33,4.7021696258137275,nan,4.7021696258137275
34,4.345012078758414,nan,4.345012078758414
35,4.204910359309833,nan,4.204910359309833
36,5.361518589594897,nan,5.361518589594897
37,4.686708382067788,nan,4.686708382067788
38,4.352260069992706,nan,4.352260069992706
39,4.1013393602298445,nan,4.1013393602298445
40,5.567856884184683,nan,5.567856884184683
41,4.73399079937971,nan,4.73399079937971
42,4.40551883482751,nan,4.40551883482751
43,4.148010838577767,nan,4.148010838577767
