epoch,objective_loss,entropy_loss,overall_loss
0,8.75766955146306,nan,8.75766955146306
1,7.159968508949764,nan,7.159968508949764
2,6.440248797211468,nan,6.440248797211468
3,5.927137943259773,nan,5.927137943259773
4,6.499135616962416,nan,6.499135616962416
5,5.827685534199579,nan,5.827685534199579
6,5.433710822576209,nan,5.433710822576209
7,5.0656350765550195,nan,5.0656350765550195
8,6.3955615009436615,nan,6.3955615009436615
9,5.592676676778352,nan,5.592676676778352
10,5.1181159814198836,nan,5.1181159814198836
11,4.905820510558433,nan,4.905820510558433
12,6.33275708367553,nan,6.33275708367553
13,5.5174026247821315,nan,5.5174026247821315
14,5.096249098013222,nan,5.096249098013222
15,4.71509253425437,nan,4.71509253425437
16,6.264860269892565,nan,6.264860269892565
17,5.498760036275353,nan,5.498760036275353
18,4.9302902352457805,nan,4.9302902352457805
19,4.6567787988276415,nan,4.6567787988276415
20,6.456439997073463,nan,6.456439997073463
21,5.49106759159877,nan,5.49106759159877
22,4.935558550468479,nan,4.935558550468479
23,4.641363285261872,nan,4.641363285261872
