epoch,mAP,train_loss
0,tensor(14.9188),0.13998171339515475
1,tensor(45.0752),0.10450821465821969
2,tensor(50.9409),0.09804849350282976
3,tensor(54.1817),0.09469541097464779
4,tensor(56.3578),0.09234475020481196
5,tensor(51.7736),0.10000004565785565
6,tensor(55.8015),0.09375576147915533
7,tensor(57.2382),0.09146595391192568
8,tensor(58.4370),0.0899381618635311
9,tensor(59.4911),0.08857977977115976
10,tensor(56.6128),0.09397458030926338
11,tensor(58.7302),0.09030060523678637
12,tensor(59.5516),0.08883192635649013
13,tensor(60.4442),0.08745794744545392
14,tensor(61.3142),0.08642136033960812
15,tensor(59.6697),0.08972159900194819
16,tensor(60.7941),0.08749323277220283
17,tensor(61.5343),0.08637895831296266
18,tensor(62.1784),0.08536603402682773
19,tensor(62.6145),0.08473898532697594
20,tensor(62.1473),0.08584627915285906
21,tensor(62.7555),0.0848054247830423
22,tensor(63.3037),0.08395513165804443
23,tensor(63.7002),0.08342273320292544
24,tensor(64.1446),0.08269071840621955
25,tensor(63.9049),0.08342668633397207
26,tensor(64.3104),0.08265357556749744
27,tensor(64.5384),0.08230771154264933
28,tensor(65.0222),0.08150897482814987
29,tensor(65.3121),0.08100034441038914
30,tensor(64.9898),0.08158784260020206
31,tensor(65.2429),0.08109578371895189
32,tensor(65.7016),0.08053027498333352
33,tensor(65.9655),0.0800847236976576
34,tensor(66.4245),0.0794660162218039
35,tensor(66.0325),0.08003484979770255
36,tensor(66.2945),0.07962637368502432
37,tensor(66.4933),0.07924013543736975
38,tensor(66.8561),0.0786220501099143
39,tensor(67.0734),0.07820830167735306
40,tensor(66.9949),0.07852644640267098
41,tensor(67.1637),0.07819971260318784
42,tensor(67.4197),0.07772332964384031
43,tensor(67.7522),0.07729050971841736
44,tensor(67.9051),0.07696427930657279
45,tensor(67.6469),0.07742278966865819
46,tensor(67.8407),0.07698821859515234
47,tensor(68.0757),0.07654356440672504
48,tensor(68.3543),0.07615905689904118
49,tensor(68.5768),0.07582911236031004
50,tensor(68.3255),0.07614302985918356
51,tensor(68.5382),0.07585497141930962
52,tensor(68.8194),0.07534744307697816
53,tensor(69.0192),0.07499271605076598
54,tensor(69.2649),0.07458238802027954
55,tensor(69.1087),0.07487281158965169
56,tensor(69.1859),0.0746191509790644
57,tensor(69.4055),0.07425304045620376
58,tensor(69.6112),0.07390276169447994
59,tensor(69.8591),0.0735279509180963
60,tensor(69.6735),0.07391617295136028
61,tensor(69.7628),0.07359178962939762
62,tensor(70.0482),0.07319310733606182
63,tensor(70.2055),0.07283939752590696
64,tensor(70.3422),0.07257727670629682
65,tensor(70.1755),0.07281696737859164
66,tensor(70.4696),0.07243730464208882
67,tensor(70.5033),0.07223640588489058
68,tensor(70.7172),0.07185512770552911
69,tensor(71.0114),0.07147750885141738
70,tensor(70.7513),0.07187774642853437
71,tensor(70.9035),0.07148161769087684
72,tensor(71.1190),0.07120143833342805
73,tensor(71.2622),0.07090075351422447
74,tensor(71.4088),0.07052445413550999
75,tensor(71.2488),0.07080747142907569
76,tensor(71.4719),0.07050141655407033
77,tensor(71.4594),0.07025407877031171
78,tensor(71.8023),0.06990951596195479
79,tensor(71.9265),0.06964272517947641
80,tensor(71.7036),0.06988121440827255
81,tensor(71.9857),0.06957542367379192
82,tensor(72.2725),0.06914556674335305
83,tensor(72.3132),0.06879869651011998
84,tensor(72.2764),0.06872318039670039
85,tensor(72.3489),0.06885344178157303
86,tensor(72.5135),0.06856758029738996
87,tensor(72.5343),0.06836512731543952
88,tensor(72.7861),0.06801903102061027
89,tensor(72.8211),0.06775985007800382
90,tensor(72.8199),0.06790289677131345
91,tensor(73.0571),0.06756236029159661
92,tensor(73.1848),0.0672732060681717
93,tensor(73.1743),0.06702307822263766
94,tensor(73.3466),0.06692137833323368
95,tensor(73.3732),0.06694687205837127
96,tensor(73.4024),0.06679060879509183
97,tensor(73.5218),0.06643248515135074
98,tensor(73.6346),0.06625719384654705
99,tensor(73.9220),0.06583862475751835
100,tensor(73.7961),0.0660663902460533
101,tensor(74.2351),0.06549825925492121
102,tensor(74.2919),0.06539403068456166
103,tensor(74.6076),0.06505221070528627
104,tensor(74.5380),0.06499986300076716
105,tensor(74.4946),0.06517646553300104
106,tensor(74.5897),0.06494427029429667
107,tensor(74.6374),0.06488432109754624
108,tensor(74.3841),0.064979120740125
109,tensor(74.6145),0.06479893248515786
110,tensor(74.6778),0.06475481335509768
111,tensor(74.7406),0.0646865429499974
112,tensor(74.7160),0.06467025581261385
113,tensor(74.8313),0.06448661345353092
114,tensor(74.7701),0.06446055778890952
115,tensor(74.9117),0.0644563494817071
116,tensor(74.8957),0.06433986491807116
117,tensor(74.9941),0.06421659113122874
118,tensor(75.1630),0.06406960988348738
119,tensor(74.9331),0.06412184449616674
120,tensor(75.0323),0.0640672815957397
121,tensor(74.9966),0.06414014822414092
122,tensor(75.1556),0.06393501168758568
123,tensor(75.3060),0.06372723637466443
124,tensor(75.2426),0.06373069794804963
125,tensor(75.3395),0.0636518164459978
126,tensor(75.2513),0.06371487566833706
127,tensor(75.3132),0.06361655191359512
128,tensor(75.3007),0.06352750228151037
129,tensor(75.3711),0.0635105210751993
130,tensor(75.3688),0.06351001274127226
131,tensor(75.3358),0.06344701326685794
132,tensor(75.5332),0.06330312911832203
133,tensor(75.4972),0.06320996152666894
134,tensor(75.5006),0.06311336631285504
135,tensor(75.4554),0.06328067290643384
136,tensor(75.5351),0.063189214157769
137,tensor(75.5468),0.0631391819018285
138,tensor(75.6427),0.0629107453813621
139,tensor(75.7285),0.06284956150006099
140,tensor(75.8391),0.06284656085971016
141,tensor(75.6435),0.06289852951905597
142,tensor(75.7992),0.0627461227161628
143,tensor(75.8491),0.06267148529780545
144,tensor(75.9718),0.0626103941936756
145,tensor(75.8094),0.06261447784693341
146,tensor(75.9718),0.0625332310160367
147,tensor(75.7743),0.06265057653911343
148,tensor(75.8358),0.06254684246054862
149,tensor(76.1950),0.06230671840243317
150,tensor(75.9169),0.06241091685276173
151,tensor(76.1124),0.06226180213500421
152,tensor(76.1408),0.062175512401056975
153,tensor(76.1784),0.06212763043500513
154,tensor(76.1859),0.062127505594173
155,tensor(76.2131),0.062106135896217024
156,tensor(76.2497),0.06203578415647595
157,tensor(76.2698),0.06184593104075229
158,tensor(76.3177),0.06183844339413986
159,tensor(76.2985),0.06177600794611966
160,tensor(76.1724),0.06190080138976154
161,tensor(76.2530),0.061836403542288615
162,tensor(76.3566),0.061778955036979874
163,tensor(76.4175),0.06165676557748614
164,tensor(76.4819),0.06165850922515164
165,tensor(76.2863),0.06179224579504703
166,tensor(76.5266),0.061499271523145146
167,tensor(76.3789),0.06157225785920253
168,tensor(76.5070),0.06148341941619197
