epoch,objective_loss,entropy_loss,overall_loss
0,13.044845622961228,nan,13.044845622961228
1,11.11048012643861,nan,11.11048012643861
2,10.457739765909995,nan,10.457739765909995
3,10.00086191269759,nan,10.00086191269759
4,9.602293357861097,nan,9.602293357861097
5,9.283750840075557,nan,9.283750840075557
6,9.06034358412333,nan,9.06034358412333
7,8.849220714077177,nan,8.849220714077177
8,8.566525349484275,nan,8.566525349484275
9,8.372660805650694,nan,8.372660805650694
10,8.172884378654746,nan,8.172884378654746
11,8.035232572332033,nan,8.035232572332033
12,7.81054488705599,nan,7.81054488705599
13,7.659054805005683,nan,7.659054805005683
14,7.532898014822512,nan,7.532898014822512
15,7.379376883735278,nan,7.379376883735278
16,7.185997943195694,nan,7.185997943195694
17,7.090227767248276,nan,7.090227767248276
