epoch,objective_loss,entropy_loss,overall_loss
0,8.988466839881463,nan,8.988466839881463
1,8.218632060251412,nan,8.218632060251412
2,7.939563602398916,nan,7.939563602398916
3,7.793954421000877,nan,7.793954421000877
4,7.558547679026418,nan,7.558547679026418
5,6.537420951636734,nan,6.537420951636734
6,6.329041333714868,nan,6.329041333714868
7,6.034986228699897,nan,6.034986228699897
8,7.27343353648095,nan,7.27343353648095
9,6.538415307451965,nan,6.538415307451965
10,6.145558074781092,nan,6.145558074781092
11,5.965039564545746,nan,5.965039564545746
12,7.133907381896002,nan,7.133907381896002
13,6.386088210306347,nan,6.386088210306347
14,6.164632461632889,nan,6.164632461632889
15,5.936450411559668,nan,5.936450411559668
16,7.385776349693343,nan,7.385776349693343
17,6.422709515140317,nan,6.422709515140317
18,6.104360680671254,nan,6.104360680671254
19,5.939644225843397,nan,5.939644225843397
