epoch,mAP,train_loss
0,18.19951629638672,11.160041801452634
1,18.661231994628906,5.2833975381851195
2,20.80640411376953,4.359698692321781
3,21.87086296081543,4.240360951423644
4,25.38658332824707,4.465434657096862
5,28.866212844848633,4.045680300712586
6,32.25439453125,4.031028546333312
7,31.298974990844727,4.020655822753907
8,26.281789779663086,4.34630308151245
9,28.602609634399414,4.044108257293703
10,32.331241607666016,3.969780074119567
11,30.150672912597656,3.9335097341537484
12,26.399391174316406,4.283409918785097
13,32.302635192871094,4.003188454627993
14,32.65686798095703,3.896243383407595
15,38.77479934692383,3.7714697203636165
16,28.494783401489258,4.2219942531585675
17,37.75090789794922,3.8736464066505434
18,40.97319412231445,3.739844858169555
19,44.316402435302734,3.6828519830703734
20,28.356664657592773,4.213086524009701
21,34.199527740478516,3.8378061647415156
22,39.648441314697266,3.7569496192932137
23,47.125606536865234,3.585186475276945
24,32.22247314453125,4.113350257873536
25,42.655059814453125,3.746372690200805
26,44.176597595214844,3.6916955885887135
27,47.55501174926758,3.5230999674797054
28,32.411842346191406,4.261742726325992
29,40.897979736328125,3.815593189239503
30,44.2409553527832,3.6335200929641718
31,45.866695404052734,3.585400297641754
32,36.61659622192383,4.449710933685306
33,40.679317474365234,3.8050660095214845
34,42.1309814453125,3.717449355602263
35,43.680824279785156,3.7035322790145884
36,33.35035705566406,5.691783300399778
37,34.73103713989258,4.260418071746828
38,38.72606658935547,4.07336157798767
39,37.44102478027344,4.177936129570007
