epoch,mAP,train_loss
0,73.24629211425781,2.56640887260437
1,75.41761016845703,2.0916274964809416
2,77.92125701904297,1.5357832193374634
3,80.01956939697266,1.0470906198024754
4,90.46953582763672,2.0670676052570345
5,84.21524047851562,0.9043455764651299
6,90.90525817871094,0.5594510883092881
7,85.64035034179688,0.6733141340315341
8,78.41346740722656,1.4756659865379333
9,84.35265350341797,0.7949423536658288
10,86.47735595703125,0.6133354783058167
11,94.7942886352539,0.4285092100501061
12,86.37249755859375,1.4089021310210228
13,89.70741271972656,0.6115672446787357
14,94.40821075439453,0.5114281281828881
15,97.0537338256836,0.3989798769354821
16,87.5291976928711,1.4254511773586274
17,90.6850814819336,0.5564641229808331
18,91.15902709960938,0.5994235083460808
19,93.28170013427734,0.4834117762744427
20,88.55641174316406,1.577373430132866
21,88.99824523925781,0.6758986696600915
22,94.4886703491211,0.4859616212546826
23,95.87655639648438,0.4516298554837704
24,90.06287384033203,1.687793520092964
25,92.96540832519531,0.5844849154353142
26,92.50093078613281,0.5268518574535846
27,93.24006652832031,0.5034532889723777
28,90.20660400390625,2.1030849695205682
29,89.88895416259766,0.9109203368425369
30,90.83831024169922,0.6422742016613484
31,95.94805145263672,0.4781616471707821
32,90.89964294433594,2.4640546262264245
33,90.89942169189453,1.4829166024923324
34,95.89242553710938,0.8546249270439148
35,93.07852172851562,0.8052008748054506
36,91.93466186523438,3.2620277225971224
37,88.70030975341797,2.737480455636978
38,93.9998779296875,2.466427057981491
39,94.6262435913086,2.3151765644550326
