epoch,objective_loss,entropy_loss,overall_loss
0,8.405546967188512,nan,8.405546967188512
1,7.719920609792076,nan,7.719920609792076
2,7.578417692184449,nan,7.578417692184449
3,7.352060829798383,nan,7.352060829798383
4,6.581975927352903,nan,6.581975927352903
5,5.841815884908041,nan,5.841815884908041
6,5.26911090373993,nan,5.26911090373993
7,5.017619725863137,nan,5.017619725863137
8,6.269626088142394,nan,6.269626088142394
9,5.267104914983112,nan,5.267104914983112
10,4.9413806295394895,nan,4.9413806295394895
11,4.608056484858196,nan,4.608056484858196
12,6.110203968683877,nan,6.110203968683877
13,5.213727796872458,nan,5.213727796872458
14,4.795890274047852,nan,4.795890274047852
15,4.312665626207986,nan,4.312665626207986
16,5.971995137532553,nan,5.971995137532553
17,5.168547199567159,nan,5.168547199567159
18,4.672031739552816,nan,4.672031739552816
19,4.218526366551717,nan,4.218526366551717
20,6.039067289034528,nan,6.039067289034528
21,5.013724174499514,nan,5.013724174499514
22,4.544820806980132,nan,4.544820806980132
23,4.221296032269796,nan,4.221296032269796
24,6.189467728932699,nan,6.189467728932699
25,5.001015133062999,nan,5.001015133062999
26,4.685387263298038,nan,4.685387263298038
27,4.115354944467542,nan,4.115354944467542
28,6.1147410551707,nan,6.1147410551707
29,5.001399710973104,nan,5.001399710973104
30,4.415904285113017,nan,4.415904285113017
31,4.019031205177307,nan,4.019031205177307
32,6.30494558016459,nan,6.30494558016459
33,5.0235143550237,nan,5.0235143550237
34,4.533774714469912,nan,4.533774714469912
35,3.9815309095382703,nan,3.9815309095382703
36,6.287794082959493,nan,6.287794082959493
37,5.2167728487650535,nan,5.2167728487650535
38,4.546434016227722,nan,4.546434016227722
39,4.003503767649336,nan,4.003503767649336
