epoch,mAP,train_loss
0,21.0010986328125,15.749205224969417
1,22.159650802612305,9.444329267137507
2,24.553956985473633,5.74553755160128
3,26.16097068786621,4.639644571904387
4,29.60845184326172,5.330755295378441
5,33.04527282714844,4.3748657944497085
6,34.54164123535156,4.195017308331608
7,35.48720932006836,4.137552264031397
8,30.709917068481445,4.961782618854822
9,33.68144226074219,4.181680572166873
10,36.98942947387695,4.113026969888237
11,40.329769134521484,3.960570766684715
12,32.47041320800781,4.856418033664145
13,37.48768615722656,4.177729520904883
14,42.6657829284668,4.054533310150831
15,46.71636962890625,3.856475637200174
16,32.03959274291992,4.90220094798656
17,36.676666259765625,4.185354337263645
18,40.709598541259766,4.020390687363871
19,43.127071380615234,3.966113377153204
20,34.738609313964844,4.859053175101121
21,37.20779800415039,4.191140758857299
22,40.51022720336914,3.971455606181971
23,44.506282806396484,3.9473655304212247
24,34.904048919677734,4.93753066759431
25,39.3456916809082,4.119975856180941
26,42.64282989501953,4.051798632975375
27,45.25517272949219,3.86574880996447
28,35.13404846191406,5.055481222238434
29,44.37146759033203,4.125979254754737
30,40.90993881225586,4.06703318102976
31,41.53455352783203,3.9368482131636546
32,37.545555114746094,5.4158880549870165
33,41.323360443115234,4.4032229010978465
34,42.489322662353516,4.2389247846067635
35,41.77349853515625,4.101359678118419
36,39.26120376586914,6.734764511665602
37,39.69606018066406,5.480388357398216
38,38.52699279785156,5.1891295802727155
39,41.64109420776367,5.278900058081978
