epoch,objective_loss,entropy_loss,overall_loss
0,13.009245996122052,nan,13.009245996122052
1,11.276953038871966,nan,11.276953038871966
2,10.54290733144832,nan,10.54290733144832
3,10.05597520523128,nan,10.05597520523128
4,9.57954531325583,nan,9.57954531325583
5,9.281618597917054,nan,9.281618597917054
6,8.977633393441886,nan,8.977633393441886
7,8.748623998276338,nan,8.748623998276338
8,8.42344870610225,nan,8.42344870610225
9,8.242057526503213,nan,8.242057526503213
10,8.042873723009533,nan,8.042873723009533
11,7.8198964973452805,nan,7.8198964973452805
12,7.528498138137172,nan,7.528498138137172
13,7.337334827389947,nan,7.337334827389947
14,7.1659073868065395,nan,7.1659073868065395
15,6.990122310335506,nan,6.990122310335506
16,6.7422050290038955,nan,6.7422050290038955
17,6.553719993290164,nan,6.553719993290164
18,6.425081390295851,nan,6.425081390295851
19,6.270888314583372,nan,6.270888314583372
20,6.013933726722996,nan,6.013933726722996
21,5.872128117718089,nan,5.872128117718089
22,5.743786704093745,nan,5.743786704093745
